"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","328","1919319","0-0","","200","190","8","WHEAT CROP","Right","200","160","8","NETTLE WEED","experimental","151","1,2,3,4,5,6,7,8","160,191.40344860645385,180.26647891253057,176.80683879940528,128.9325545695761,126.00443140374874,123.75957242310926,133.2310389601041","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,214.67356198896647,203.5932068997489,224.2956717317111,208.61330139020242,208.8126462628959,226.7203293366479,249.32473033426126","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,0,0,1,1,1","1080,607,353,477,397,612,636,309","31.403448606453853,-11.136969693923284,-3.459640113125291,-47.87428422982919,-2.928123165827359,-2.244858980639485,9.471466536994814,22.076541312799968","24.67356198896647,-11.080355089217576,20.702464831962203,-15.682370341508678,0.19934487269347623,17.907683073752004,22.60440099761336,52.8554721253369","0","0"
"137","86","text","0","329","1919596","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","330","1924346","0-0","","200","180","2","CORN CROP","Right","200","190","2","THISTLE WEED","experimental","152","1,2","190,202.96090077612917","2,1","THISTLE WEED,THISTLE WEED","180,146.22767633859237","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","0,1","2044,524","12.960900776129174,18.33083651703227","-33.77232366140762,41.64155113469691","0","0"
"86","86","text","0","331","1924522","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","332","1932158","0-0","","200","190","1","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","153","1,2","190,190","1,1","CORN CROP,WHEAT CROP","180,205.6209474446909","2,1","THISTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,1","2021,2385","36.47413154667131,33.6018977304161","25.620947444690913,44.739165121191164","0","0"
"97","86","text","0","333","1932346","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","334","1943826","0-0","","200","120","2","WHEAT CROP","Right","200","120","8","NETTLE WEED","experimental","154","1,2,3,4,5,6,7,8","120,114.63876537214998,148.68140099574651,157.6847814311481,211.2405700888087,224.06741602739007,191.4295013202319,182.4151987697233","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","120,82.49720641987098,140,167.39663451784412,202.9983587289238,214.41523839367315,232.06654997285978,242.98635634361267","2,1,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,0,0,0,0","1634,2665,843,376,517,442,263,663","-5.361234627850028,34.042635623596524,9.003380435401592,53.5557886576606,12.826845938581357,-32.637914707158146,-9.014302550508607,-12.456781277219026","-37.50279358012902,45.47520984900473,27.39663451784412,35.601724211079684,11.41687966474935,17.651311579186636,10.919806370752909,14.659894439906207","0","0"
"291","86","text","0","335","1944196","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","336","1950123","0-0","","200","190","2","WHEAT CROP","Left","200","180","1","THISTLE WEED","experimental","155","1,2","190,183.02694740855958","2,1","WHEAT CROP,WHEAT CROP","180,190","1,1","THISTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","2173,518","-6.973052591440435,3.090719485989762","1.9338285728662612,30.129469888702804","0","0"
"181","86","text","0","337","1950444","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","338","1958173","0-0","","200","120","2","WHEAT CROP","Left","200","190","2","NETTLE WEED","experimental","156","1,2","120,116.96444244842135","2,1","WHEAT CROP,WHEAT CROP","190,195.29833985694228","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,1","3717,1103","-3.0355575515786555,1.2390848012399804","5.298339856942267,28.257890354142244","0","0"
"224","86","text","0","339","1958497","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","340","1965602","0-0","","200","190","2","CORN CROP","Right","200","180","2","THISTLE WEED","experimental","157","1,2","180,177.5164505133137","2,1","THISTLE WEED,THISTLE WEED","190,209.29345984439493","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","2425,666","-2.4835494866862717,15.563306856342503","19.29345984439494,24.51410441051623","0","0"
"514","86","text","0","341","1966276","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","342","1975233","0-0","","200","120","4","CORN CROP","Left","200","180","1","NETTLE WEED","experimental","158","1,2,3,4","120,120.4442681931706,143.93889385493185,153.25296584811517","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,170,190.24080306829686,206.80279971262945","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","1103,2706,571,432","0.44426819317060406,23.49462566176125,9.314071993183312,0.7015822564088299","13.061102569930895,20.240803068296863,16.5619966443326,-7.231352022417324","0","0"
"53","86","text","0","343","1975456","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","344","1985812","0-0","","200","190","8","CORN CROP","Right","200","180","1","NETTLE WEED","experimental","159","1,2,3,4,5,6,7,8","180,130,124.92670501791673,117.76359413126633,110.187149383493,116.99694691132164,142.65542707468887,164.82382758865464","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,205.004227321389,221.1115720609007,245.43654471686796,249.29371220943045,273.1328240977807,314.1802209050909,364.00220633151787","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,1,1,1,1","2170,1834,651,615,199,143,115,112","15.783347801721863,-5.073294982083265,-7.163110886650394,-7.576444747773333,6.809797527828646,25.658480163367233,22.168400513965775,4.143022594304211","15.004227321389,16.107344739511685,24.32497265596727,3.857167492562496,23.839111888350235,41.047396807310164,49.82198542642695,55.00473473333845","0","0"
"424","86","text","0","345","1986366","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","346","1997841","0-0","","200","120","4","WHEAT CROP","Left","200","180","8","THISTLE WEED","experimental","160","1,2,3,4,5,6,7,8","120,120.62008127078663,101.90265092631866,96.99637971751527,160,205.11789537030467,230.04778377354324,267.39476406397307","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,193.79229416031686,168.13032604180532,180.81690071382334,167.57301041743722,165.75936887627182,169.0358341934996,190.25173077848214","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,1,1,0,0,0,0","2625,667,508,437,2001,538,439,483","0.6200812707866302,-18.717430344467974,-4.906271208803386,21.48033037360122,45.11789537030468,24.929888403238586,37.346980290429826,41.35715831351486","13.792294160316857,-25.66196811851155,12.686574672018025,-13.243890296386125,-1.8136415411653886,3.2764653172277676,21.215896584982545,46.94545348138966","0","0"
"128","86","text","0","347","1998029","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","348","2006855","0-0","","200","120","8","CORN CROP","Left","200","120","1","THISTLE WEED","experimental","161","1,2,3,4,5,6,7,8","120,133.35615654661757,147.54942416838088,155.29143088178694,145.3420952224213,135.97108935760517,188.77553097174436,213.55979577599572","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,130,115.45265996026849,161.93456113294104,167.40424722602395,133.91926721855205,181.40101501306742,197.8762379493569","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,1,0,0,1","1761,360,185,212,524,416,152,925","13.35615654661756,14.193267621763297,7.742006713406047,-9.949335659365627,-9.37100586481614,52.804441614139186,24.78426480425138,-24.631503386622544","24.68626512479876,-14.547340039731509,46.48190117267254,5.469686093082904,-33.4849800074719,47.481747794515385,16.475222936289462,3.795130976556986","0","0"
"83","86","text","0","349","2007068","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","350","2016788","0-0","","200","190","4","CORN CROP","Left","200","120","8","NETTLE WEED","experimental","162","1,2,3,4,5,6,7,8","190,233.43967803332993,228.0203462340651,273.27510798815916,160,147.19792372547278,153.076865270891,175.5571641325264","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,162.71175313486094,177.9654215724716,185.6367681600477,173.4350054846574,177.59410825036633,177.66590326248786,171.59807014252863","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,1,1,1,0,0","1115,439,517,894,931,744,626,806","43.43967803332994,-5.419331799264812,45.25476175409408,25.95271635445529,-12.802076274527233,5.878941545418217,22.480298861635386,29.71300619531079","42.71175313486095,15.253668437610644,7.6713465875760924,-12.201762675390274,4.159102765708929,0.0717950121215287,-6.067833119959239,0.7834218327768951","0","0"
"147","86","text","0","351","2017075","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","352","2022542","0-0","","200","160","2","WHEAT CROP","Left","200","180","1","THISTLE WEED","experimental","163","1,2","160,197.05850120657357","2,1","WHEAT CROP,WHEAT CROP","180,190","1,1","THISTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,1","957,435","37.05850120657357,-1.1161571235324805","32.53682210201862,8.700772555497657","0","0"
"320","86","text","0","353","2022951","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","354","2033565","0-0","","200","160","8","WHEAT CROP","Right","200","160","2","NETTLE WEED","experimental","164","1,2,3,4,5,6,7,8","160,190.06678211856328,140,149.3883184237359,170.94660713449775,213.40743660947902,234.60170425407335,287.3281487790128","2,1,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,179.81761032104453,157.01247486457385,141.45034595783258,129.329575071043,144.24044977023962,200.91148837783382,226.79577912972297","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,1,1,1,1,1","2983,627,652,1065,605,468,121,66","30.06678211856327,-6.086545780318721,9.388318423735901,21.55828871076184,42.460829474981274,21.19426764459432,52.72644452493943,-12.735757586836456","19.81761032104453,-22.80513545647068,-15.562128906741258,-12.120770886789586,14.910874699196615,56.6710386075942,25.88429075188916,12.632635954789393","0","0"
"42","86","text","0","355","2033727","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","356","2041692","0-0","","200","190","4","WHEAT CROP","Left","200","160","1","NETTLE WEED","experimental","165","1,2,3,4","190,178.88673762089576,174.06572855474684,147.7419098703367","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,170,156.47941867959742,153.1530312504095","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,1,0","2870,459,488,443","-11.113262379104231,-4.821009066148921,-26.323818684410117,8.311438784857346","34.6200868416661,-13.520581320402577,-3.326387429187906,-33.01972021909683","0","0"
"529","86","text","0","357","2042361","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","358","2048551","0-0","","200","120","2","WHEAT CROP","Right","200","160","4","THISTLE WEED","experimental","166","1,2,3,4","160,145.90340189764206,107.62406399150632,81.62364224452244","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,129.9227107726072,180,205.982879220231","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,1,1","630,561,872,529","-14.096598102357948,-38.27933790613574,-26.000421746983882,12.516026787520962","9.922710772607179,24.927652961835687,25.982879220231016,29.798962454181165","0","0"
"96","86","text","0","359","2048727","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","360","2058712","0-0","","200","160","2","CORN CROP","Left","200","190","8","NETTLE WEED","experimental","167","1,2,3,4,5,6,7,8","160,173.44320608461237,140,158.46801220687243,183.45968812120367,193.03075376106847,215.73898293946954,216.40309919742108","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,173.86324032911185,218.61174010714478,228.54755017753683,220.34637206608835,206.9065818017857,251.04588492413882,236.35333028057374","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,1,1,1,1,1","2322,1478,905,384,144,142,157,991","13.443206084612383,17.601947718908082,18.468012206872437,24.99167591433125,9.57106563986481,22.708229178401076,0.6641162579515552,14.264233546420702","-16.136759670888146,44.74849977803292,9.935810070392064,-8.201178111448481,-13.43979026430265,44.13930312235311,-14.692554643565066,2.651463204008766","0","0"
"56","86","text","0","361","2058958","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","362","2066193","0-0","","200","180","1","CORN CROP","Left","200","180","4","NETTLE WEED","experimental","168","1,2,3,4","180,170,142.854659499095,173.59244046055215","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,171.33626386125752,197.4844298295855,211.16911300351993","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,0","1684,1118,770,464","14.319446589641313,-27.145340500905007,30.73778096145717,3.1473778671632004","-8.663736138742479,26.14816596832798,13.68468317393442,36.68427644401965","0","0"
"108","86","text","0","363","2066391","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
