"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","58","601390","0-0","","200","160","1","WHEAT CROP","Left","200","120","8","THISTLE WEED","experimental","16","1,2,3,4,5,6,7,8","160,130,162.5165950782662,162.7992099064661,198.1098599549356,254.33157319131737,269.7591777923065,269.88738384785603","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,162.52106721415592,172.2729326382427,188.15287925364987,190.3849992173028,240.7827263618492,276.3401162982388,248.67337293079504","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,0,1,1,1","1915,1800,2971,1178,753,491,1207,362","28.850808659957302,32.5165950782662,0.2826148281999217,35.3106500484695,56.22171323638179,15.42760460098915,0.12820605554951506,-7.8296295286952216","42.52106721415593,9.751865424086777,15.879946615407164,2.232119963652938,50.397727144546394,35.55738993638959,-27.666743367443743,3.1654788983155786","1","0"
"5516","86","text","0","59","607078","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","60","614577","0-0","","200","180","2","CORN CROP","Left","200","180","2","NETTLE WEED","experimental","17","1,2","180,177.7900575595582","2,1","CORN CROP,CORN CROP","180,206.86370403126384","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,1","1377,556","-2.2099424404418,-3.9995864712594797","26.863704031263847,-16.994570433254314","0","0"
"510","86","text","0","61","615247","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","62","632577","0-0","","200","160","4","WHEAT CROP","Right","200","120","8","THISTLE WEED","experimental","18","1,2,3,4,5,6,7,8","120,106.23138070584159,124.67150260611739,122.1603409427601,155.59870853797565,187.46199063428764,196.92841925858394,170.24495810576414","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,216.3238548765387,231.12232534967237,273.1671373930592,160,188.95334048482158,218.13467714664597,232.71308133993043","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,0,1,0,0,0","1207,1324,902,676,2280,816,1919,1893","-13.768619294158412,18.440121900275802,-2.5111616633572864,33.43836759521557,31.863282096312005,9.466428624296292,-26.683461152819813,-16.90869248920031","56.3238548765387,14.798470473133666,42.044812043386806,-1.8027603290637029,28.953340484821595,29.18133666182438,14.578404193284465,3.6172453912649827","0","0"
"510","86","text","0","63","633237","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","64","641463","0-0","","200","120","4","CORN CROP","Right","200","180","4","THISTLE WEED","experimental","19","1,2,3,4","180,154.02794061081244,166.32773502952978,164.08383352417738","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,89.87239851820559,93.9432240506319,95.966004369014","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,1,0","2132,599,444,1266","-25.97205938918755,12.299794418717347,-2.2439015053523867,-15.459067316398258","-30.12760148179442,4.070825532426308,2.0227803183821074,17.56397805147519","0","0"
"467","86","text","0","65","642070","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","66","655350","0-0","","200","190","4","WHEAT CROP","Left","200","160","2","THISTLE WEED","experimental","20","1,2,3,4","190,225.07896339169918,246.49578882740906,237.6292571116666","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,162.36963861249876,180,184.33254593330278","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,1,1","2380,1127,2231,1419","35.07896339169919,21.416825435709878,-8.86653171574247,-25.509370694745744","2.369638612498758,21.65709640884761,4.332545933302774,-18.04540411940921","0","0"
"433","86","text","0","67","655903","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","68","669417","0-0","","200","120","1","WHEAT CROP","Right","200","120","4","NETTLE WEED","experimental","21","1,2,3,4","120,151.22337407183875,170.9531789473777,165.7380304026054","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","120,170,220.19732861146144,232.15207510074032","1,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,0","916,2839,2091,1370","31.223374071838755,19.729804875538935,-5.215148544772284,39.09747575444816","-15.321786866148287,50.19732861146146,11.954746489278866,12.186322403823368","0","0"
"130","86","text","0","69","669647","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","70","676374","0-0","","200","180","2","CORN CROP","Right","200","120","2","NETTLE WEED","experimental","22","1,2","120,142.5094938700487","2,1","NETTLE WEED,NETTLE WEED","180,211.49027705545825","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","922,685","22.509493870048672,43.550178258711306","31.490277055458257,31.108068119801118","0","0"
"424","86","text","0","71","676978","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","72","693544","0-0","","200","120","1","WHEAT CROP","Right","200","190","2","THISTLE WEED","experimental","23","1,2","190,211.53878722599057","2,1","THISTLE WEED,THISTLE WEED","120,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","3167,3948","21.538787225990575,-22.03851240623591","22.95316926598727,-19.164122170615226","2","0"
"424","86","text","0","73","694108","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","74","703047","0-0","","200","190","2","WHEAT CROP","Left","200","160","2","NETTLE WEED","experimental","24","1,2","190,189.0620971751565","2,1","WHEAT CROP,WHEAT CROP","160,184.38514198039036","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","2103,1891","-0.9379028248435041,12.307305481329415","24.385141980390365,12.934539011298497","0","0"
"367","86","text","0","75","703614","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","76","720957","0-0","","200","120","4","CORN CROP","Right","200","190","8","THISTLE WEED","experimental","25","1,2,3,4,5,6,7,8","190,226.86474820609266,229.54582484963484,243.00166489601799,284.8780612296482,279.6552433518755,286.61379503467833,311.8265233595249","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,124.8052913584817,139.89556111463048,137.66773541329806,160,171.56005145867346,146.11881933007254,132.29447037115833","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,0,0,0,0","1489,683,217,103,5262,357,584,440","36.86474820609267,2.6810766435421876,13.455840046383146,41.87639633363021,-5.222817877772657,6.958551682802812,25.21272832484658,7.826554796950578","4.805291358481691,15.090269756148793,-2.22782570133241,41.639764623265016,11.560051458673453,-25.441232128600927,-13.824348958914225,1.223491214197904","0","0"
"504","86","text","0","77","721621","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","78","728794","0-0","","200","160","4","WHEAT CROP","Left","200","190","4","NETTLE WEED","experimental","26","1,2,3,4","160,123.89093637024371,139.9092526965319,146.042492013778","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,148.42867593092024,178.68212781370787,227.38370061492867","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,0,1","994,698,370,584","-36.1090636297563,16.018316326288172,6.133239317246105,-15.566948183900973","-41.57132406907976,30.25345188278763,48.701572801220806,-16.65980515085151","0","0"
"550","86","text","0","79","729540","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","80","740717","0-0","","200","180","2","CORN CROP","Right","200","190","2","THISTLE WEED","experimental","27","1,2","190,163.25875440319328","2,1","THISTLE WEED,THISTLE WEED","180,200.2778015904031","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","0,0","2786,1844","-26.741245596806735,27.996268817019217","20.277801590403115,-15.13316162882607","1","0"
"463","86","text","0","81","741350","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","82","761953","0-0","","200","120","1","WHEAT CROP","Right","200","160","8","THISTLE WEED","experimental","28","1,2,3,4,5,6,7,8","160,190.0110509257787,218.11601765930592,210.7722222411799,189.76997170176318,210.8095331974356,196.20735015448417,236.78423627503133","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,130,176.8013789863353,187.35485816410022,204.32750254487888,199.2738239191138,174.42173644661662,188.1884442107185","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,0,0,0,1,0","1648,4234,1903,397,1586,631,717,581","30.011050925778704,28.10496673352722,-7.3437954181260325,-21.002250539416714,21.0395614956724,-14.602183042951438,40.57688612054716,25.286229008827913","39.936082517518344,46.801378986335294,10.553479177764935,16.972644380778664,-5.0536786257650865,-24.852087472497168,13.766707764101879,11.483421077733322","0","0"
"357","86","text","0","83","762470","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","84","777193","0-0","","200","160","2","CORN CROP","Right","200","180","8","NETTLE WEED","experimental","29","1,2,3,4,5,6,7,8","180,174.6481456311523,218.51116250777093,268.515661811382,294.074600281505,319.44202731071033,329.03661485192686,354.67683726669264","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,159.90503832773402,140,175.04151669312668,239.9777550599949,237.60595688335553,240.1136863939775,242.3118852458989","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,1,0,0,0,0","1246,600,1352,1083,730,496,1321,750","-5.351854368847707,43.863016876618644,50.00449930361107,25.558938470122985,25.367427029205313,9.594587541216505,25.64022241476577,22.930936628347524","-0.09496167226599184,7.266996582512125,35.04151669312668,64.93623836686822,-2.3717981766393823,2.5077295106219704,2.1981988519214064,-9.344200222114994","0","0"
"190","86","text","0","85","777523","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","86","787413","0-0","","200","120","4","CORN CROP","Left","200","120","4","THISTLE WEED","experimental","30","1,2,3,4","120,151.90694866553048,160.15730101208413,146.355582272109","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,121.77020216879846,127.94913101116474,164.88168729605627","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,1,0","1257,1178,539,2360","31.90694866553047,8.25035234655364,-13.801718739975154,48.740568317234285","1.7702021687984684,6.178928842366272,36.93255628489152,30.150787212385907","0","0"
"393","86","text","0","87","787926","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","88","797990","0-0","","200","160","4","WHEAT CROP","Right","200","160","4","THISTLE WEED","experimental","31","1,2,3,4","160,176.44882848194126,172.8444635584125,211.04384064003955","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,215.94446185613486,241.28466758046247,255.15992732340712","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,0,0","1028,1819,1197,1395","16.448828481941252,-3.6043649235287423,38.199377081627034,-16.843445925564062","55.94446185613488,25.340205724327607,13.875259742944648,14.096239558186522","0","0"
"12281","86","text","0","89","810371","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","90","820654","0-0","","200","160","4","CORN CROP","Left","200","180","4","NETTLE WEED","experimental","32","1,2,3,4","160,169.84426876351364,165.90377269484526,156.5322539382668","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,190.6337893944528,199.93486124538464,222.56855191299002","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","850,2586,1224,602","9.844268763513638,-3.940496068668371,-9.371518756578466,-47.45528736820313","10.633789394452815,9.301071850931823,22.63369066760539,-22.21160578765808","0","0"
"1485","86","text","0","91","822309","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","92","833828","0-0","","200","120","4","CORN CROP","Left","200","160","2","NETTLE WEED","experimental","33","1,2,3,4","120,137.27947408460898,129.39445628937295,132.3589206681559","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,168.68562073649736,180,185.84867936620418","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,0,1","886,734,2117,1750","17.27947408460899,-7.885017795236028,2.964464378782946,-18.202216433593335","8.685620736497365,13.668202136768087,5.848679366204179,-14.395076719745187","2","0"
"408","86","text","0","93","834361","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","94","854216","0-0","","200","190","1","WHEAT CROP","Right","200","190","8","NETTLE WEED","experimental","34","1,2,3,4,5,6,7,8","190,242.55496168882155,298.53361348296426,293.3526079847865,295.5237056815851,287.50876097429284,313.0717590327123,342.5251820555238","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,130,168.5081739786367,186.9910739404167,199.6618932950496,213.47436663425043,229.98380403803728,227.18505189108984","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,0,0,0,0,0","907,3714,2393,1080,1053,830,717,829","52.55496168882155,55.978651794142706,-5.181005498177732,2.1710976967985993,-8.01494470729229,25.562998058419424,29.45342302281151,-15.889500611026566","21.49518531221837,38.50817397863669,18.482899961780006,12.670819354632904,13.812473339200825,16.50943740378685,-2.7987521469474492,-9.104658454901426","0","0"
"420","86","text","0","95","854776","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","96","873042","0-0","","200","180","8","WHEAT CROP","Left","200","120","1","THISTLE WEED","experimental","35","1,2,3,4,5,6,7,8","180,168.39915079608525,160.5095026132722,170.2969144862002,165.07626757973605,217.67142707901792,227.57779448872896,217.48693288994158","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,130,130.21246017417639,122.7827235559302,152.7450629387995,132.40524628393734,167.35064626580515,190.93552735758783","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,0,1,0","1437,1486,1617,789,1512,964,760,753","-11.600849203914759,-7.889648182813062,9.787411872927995,-5.220646906464129,52.59515949928185,9.906367409711052,-10.090861598787368,-11.215102817997241","12.327544233344344,0.2124601741763968,-7.4297366182461815,29.96233938286928,-20.339816654862148,34.9453999818678,23.58488109178268,8.431878190617416","0","0"
